lsgd_id,lsgd_name,lsgd_type,district,elevation,slope,rainfall_7day_mm,event_year_x,dist_to_water_m,vegetation,builtup,fatalities,no_of_landslides,agri_crop_loss_ha,fully_damaged_houses,severely_damaged_houses,roads_damaged_km,bridges_damaged,severity_score,flood_risk_level,landslide_risk_level,flood_occurred,landslide_occurred,event_year_y
249,Edavanna,gram_panchayat,Malappuram,81.57177235249073,11.14150864964271,215.6,2018,2225.7678592568345,0.9254398023693357,0.02177778348546778,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
250,Thrikkalangode,gram_panchayat,Malappuram,59.79771514815033,7.8444824383562555,209.3,2018,7355.8856886307985,0.9730889196850714,0.013817614521427551,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
251,Pandikkad,gram_panchayat,Malappuram,58.82425617715972,6.325322115672481,314.3,2018,15838.629865328481,0.9772598387953809,0.013457410409777023,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
252,Anakayam,gram_panchayat,Malappuram,73.1992006371465,8.552266914753796,247.9,2018,15537.83550703953,0.957383222740634,0.01870215222213861,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
253,Manjeri,municipality,Malappuram,60.59751626232812,7.184201441349273,234.8,2018,11519.712324708335,0.9155287121163594,0.07018566700069274,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
254,Malappuram,municipality,Malappuram,68.52657359438753,8.031144458411294,247.9,2018,17077.336475376214,0.8677699787757962,0.0775339932750497,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
255,Pookkottur,gram_panchayat,Malappuram,65.42327831076952,7.121412479237728,234.8,2018,11959.390194318983,0.945907934301557,0.03994923624372643,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
256,Pulpatta,gram_panchayat,Malappuram,51.698301964741745,7.616069391465401,234.8,2018,7386.413353434624,0.9695174631534963,0.0200593821583155,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
257,Kavanur,gram_panchayat,Malappuram,45.14656873957705,8.21869967036626,279.8,2018,2819.9394946570565,0.9548300864423781,0.023842274517391012,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
258,Areacode,gram_panchayat,Malappuram,39.6506228275179,7.278831704091675,282.2,2018,1374.4676113877676,0.8872470578766332,0.06817858503714738,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
259,Keezhuparamba,gram_panchayat,Malappuram,38.80439402327812,8.027317620615417,341.9,2018,1096.3093516508218,0.9189112496512576,0.021260343267583203,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
260,Vazhakkad,gram_panchayat,Malappuram,35.9004563003062,8.681860088110497,250.4,2018,1124.79718725725,0.8854415276351865,0.017866396090372414,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
261,Cheekkode,gram_panchayat,Malappuram,50.21055035453582,9.626853182684036,282.2,2018,2459.2694585624567,0.955612121492237,0.013735208601668904,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
262,Kuzhimanna,gram_panchayat,Malappuram,53.219128411424556,7.435033925637812,270.6,2018,6497.42843544854,0.9593359354492496,0.03094745401612916,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
263,Muthuvallur,gram_panchayat,Malappuram,75.73524050099823,9.371403351361327,282.2,2018,5769.887282494598,0.9675449435452896,0.012015533780491616,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
264,Pulikkal,gram_panchayat,Malappuram,66.58085955427794,9.846765763379235,250.4,2018,5365.906554416829,0.9443362835404776,0.024499522340791387,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
265,Vazhayoor,gram_panchayat,Malappuram,34.20026012822428,9.621031726846255,250.4,2018,1040.4543103498384,0.8739246426267028,0.017830466592056424,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
266,Cherukavu,gram_panchayat,Malappuram,41.11695090842444,8.178705522565847,250.4,2018,3956.438672941939,0.9225230919408268,0.031435344877079364,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
267,Chelembra,gram_panchayat,Malappuram,34.55887192722371,5.927700693867717,284.1,2018,2785.7489827258337,0.9380581933165272,0.04612077122481607,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
268,Pallikkal,gram_panchayat,Malappuram,51.54356741555052,5.743947374812815,289.1,2018,6716.717829399324,0.9169082580144627,0.053706861986509716,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
269,Kondotty,municipality,Malappuram,76.69077023900859,8.63986234689691,270.6,2018,11021.850887702947,0.9268793902696437,0.05983990727247227,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
270,Morayur,gram_panchayat,Malappuram,78.83122726626904,9.116256640698408,270.6,2018,11477.6545385973,0.9627345407359398,0.023611410372542933,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
271,Vallikkunnu,gram_panchayat,Malappuram,18.258221261129385,3.9704243116227365,284.1,2018,756.9484932906017,0.8645475272959391,0.017598827725893332,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
272,Thenhippalam,gram_panchayat,Malappuram,38.93537049044885,4.477787455111688,284.1,2018,2087.0851354587153,0.9180873419439772,0.03969871456086231,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
273,Peruvalloor,gram_panchayat,Malappuram,43.51259380593849,4.992072000045259,302.7,2018,6737.447259539124,0.9379726712936746,0.04827410588875102,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
274,Moonniyur,gram_panchayat,Malappuram,23.110856629460933,4.195810771425184,269.9,2018,2737.9183359358544,0.8743746927445221,0.04427001064399199,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
275,Parappanangadi,municipality,Malappuram,14.011176928898262,2.934951957060342,269.9,2018,1137.9372231474106,0.9370881261756661,0.03189540961364865,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
276,Tirurangadi,municipality,Malappuram,20.17301327156514,4.176627167627088,302.7,2018,4101.321850504649,0.8643881702690756,0.0815384028882329,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
277,Abdurahiman Nagar,gram_panchayat,Malappuram,34.96907016948207,4.346338972570124,302.7,2018,6261.187545495031,0.9086911070923439,0.0731685119886744,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
278,Kannamangalam,gram_panchayat,Malappuram,99.69427943773661,8.688064650226273,302.7,2018,11955.50075788286,0.9210398427490326,0.04846802614878829,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
279,Oorakam,gram_panchayat,Malappuram,107.82296259531341,10.452505276404285,282.5,2018,14818.172401745294,0.929667009607164,0.03635969909598176,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
280,Othukkungal,gram_panchayat,Malappuram,44.60652484394387,5.915351240685769,305.3,2018,15577.710158475895,0.9334034596081624,0.04877996449445559,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
281,Parappoor,gram_panchayat,Malappuram,34.18302178305462,5.218401823670971,287.2,2018,12166.802035769959,0.9187044000781707,0.044048031999109366,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
282,Vengara,gram_panchayat,Malappuram,35.644310792093705,4.93909785706679,302.7,2018,8780.481342995965,0.909535550208811,0.0743312706700914,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
